id,name,source,genre,role,gm_programs,instrument_families,container,member,pack
78c103b0aecfba942a33,37_rock_112_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/37_rock_112_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
e23cd31a8eae311ebcf4,37_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/37_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
dedae1663a61f56fdfa2,37_rock_92_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/37_rock_92_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
5226cd9fe3e5512ea4ad,38_hiphop_100_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session1/38_hiphop_100_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
32332adb7fb3b27b47d6,38_hiphop_67_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/38_hiphop_67_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
5a1e538f47b79658023d,38_latin-samba_116_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/38_latin-samba_116_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
991e4eb4353c8ae474a0,38_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/38_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
13b8748cd94d495de021,38_rock_112_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer8/session2/38_rock_112_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
94ced4f9cba3751b5232,38_rock_112_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/38_rock_112_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
4662fd561f2e4c3c943a,38_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/38_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
84e9d706a9e5f7b5eb15,38_rock_92_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/38_rock_92_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
a6829a6f5e5a4881028b,39_hiphop_100_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session1/39_hiphop_100_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
b31bea39158ecd07bbaa,39_jazz_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/39_jazz_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
238fa2592a042adf8aee,39_latin-samba_116_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/39_latin-samba_116_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
1ca2f96c1a109c51a404,39_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/39_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
530f97e9288df173da29,39_rock-indie_104_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer8/session2/39_rock-indie_104_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
d9a81c8657ef0a0c397c,39_rock-indie_63_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/39_rock-indie_63_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
0e98b31adb9bddc14323,39_rock_112_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/39_rock_112_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
6ba2ade31dc2806e521d,39_rock_92_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/39_rock_92_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
e8605aa62f9bb6ad3620,3_afrobeat_114_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer8/session2/3_afrobeat_114_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
ca82d7503e090aae1934,3_funk_80_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/3_funk_80_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
94cdca69ab81fc1df242,3_hiphop_90_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer8/session1/3_hiphop_90_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
4b8a05ad7f25f854787b,3_jazz-klezmer_152_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer4/session1/3_jazz-klezmer_152_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
dd000dc15c7cac3547af,3_jazz-swing_215_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer10/session1/3_jazz-swing_215_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
f8269b2955d0c7951175,3_latin-brazilian-samba_89_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer5/session1/3_latin-brazilian-samba_89_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
bab72aa38758773893e3,3_latin-brazilian_101_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer5/session2/3_latin-brazilian_101_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
5828b48b6eb328a0d900,3_latin-chacarera_118_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/3_latin-chacarera_118_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
a2c9316e1cbdc6bc16fb,3_rock-rockabilly_200_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session3/3_rock-rockabilly_200_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
1e3c4e250436c01aa665,3_rock_100_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/3_rock_100_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
4541a61040e2b3364d0f,3_rock_100_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer6/session3/3_rock_100_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
7412f46a4677e253cf07,3_rock_100_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer9/session1/3_rock_100_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
ab279e10661105300714,3_rock_105_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/3_rock_105_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
010a3ee0d7a9758f68f7,3_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/3_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
86be0880293f3ab49d18,3_rock_130_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer2/session2/3_rock_130_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
34a0d96fa2bc1722ac96,3_rock_60_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/3_rock_60_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
2b204fd8b5eb6be94a32,3_rock_80_beat_6-8.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer6/session1/3_rock_80_beat_6-8.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
a7fb9583640c2d1c8ff2,3_rock_86_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session1/3_rock_86_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
2e6dc693f66f2bcbbfa1,3_rock_88_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer6/session2/3_rock_88_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
3addfe6769af458b0a0f,3_soul-groove3_86_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer8/eval_session/3_soul-groove3_86_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
5ca11d67e1073a952b2f,3_soul-groove3_86_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/eval_session/3_soul-groove3_86_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
9edf54b9163c3fc54189,3_soul-groove3_86_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer5/eval_session/3_soul-groove3_86_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
b56cd89372898688b883,3_soul-groove3_86_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/eval_session/3_soul-groove3_86_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
d917a74ebb26770e2b4f,40_hiphop_100_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session1/40_hiphop_100_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
c56ae6d86838e6eb8665,40_hiphop_110_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/40_hiphop_110_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
0cd7b530de488d45b389,40_latin-samba_116_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/40_latin-samba_116_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
ed718864d89b5124ac64,40_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/40_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
5bdc254eaca565cce3bb,40_rock-indie_104_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer8/session2/40_rock-indie_104_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
101f78a124605a0397b6,40_rock-indie_63_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/40_rock-indie_63_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
134d046a46ec1c3c7d16,40_rock_112_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/40_rock_112_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
3fddb02aa791011b16f6,40_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/40_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
e2a14aa7723f4e7ccd81,41_highlife_126_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer8/session2/41_highlife_126_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
b79686b1b5f24e423996,41_hiphop_110_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/41_hiphop_110_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
dfd1eae3dd037b76e3f3,41_latin-samba_116_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/41_latin-samba_116_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
d983379d4b2ea2465b00,41_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/41_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
8577e17f3013627c5232,41_rock-indie_63_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/41_rock-indie_63_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
776f06a895596d605dc1,41_rock_112_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/41_rock_112_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
f085ea2b8203335df7cd,41_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/41_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
2ec134429656ed5797c9,42_highlife_126_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer8/session2/42_highlife_126_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
5de0df02948e517ddc08,42_latin-samba_116_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/42_latin-samba_116_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
aafcf94eedc33919a4aa,42_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/42_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
051c357ae74718f6c1a8,42_rock-indie_63_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/42_rock-indie_63_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
a61bf829b20e60d07820,42_rock_110_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/42_rock_110_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
40361ad3cceba8d51744,42_rock_112_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/42_rock_112_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
fa74057e229a232916c1,42_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/42_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
5b5b5eeb82fdf86462aa,43_latin-samba_116_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/43_latin-samba_116_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
932803138dc19001f8d3,43_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/43_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
300766ff7003f11144af,43_rock-indie_63_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/43_rock-indie_63_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
4c680cffaa0472f930a0,43_rock_110_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/43_rock_110_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
d17656d98a66c52cc2a5,43_rock_112_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/43_rock_112_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
13bb3c74acb951256bfe,43_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/43_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
153d7e5c0feb00bdf2ab,44_latin-samba_116_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/44_latin-samba_116_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
075f4342e0e954eb5199,44_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/44_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
3e5cf01017467ed17a8a,44_rock-indie_63_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/44_rock-indie_63_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
1ff93b5dab070edcefff,44_rock_110_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/44_rock_110_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
1c499c4f7b10ea1c49ca,44_rock_112_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/44_rock_112_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
023a4010cd34a4133f7d,44_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/44_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
dfe1a4f87b526026dfd6,45_latin-samba_116_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/45_latin-samba_116_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
6be80810e213cc23e5c2,45_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/45_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
74de4287b1be788208db,45_rock-indie_63_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/45_rock-indie_63_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
2e5e5501c2ede248ad6f,45_rock_110_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/45_rock_110_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
1034be2c83b9f5ea26c0,45_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/45_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
e459651eb2d7575d7ad8,45_rock_135_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/45_rock_135_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
41217729269cba0b3f58,46_latin-samba_116_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/46_latin-samba_116_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
b07e3d245ef09ffe6880,46_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/46_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
1ce73ecb3dcce43e5c67,46_rock-indie_63_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/46_rock-indie_63_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
24d91b411aef9ee8baf5,46_rock_110_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/46_rock_110_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
e72ee9f9037606e8138b,46_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/46_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
0a27815dbc36dca3fa59,46_rock_135_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/46_rock_135_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
c519a98f8ff23948b1f1,47_funk_112_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/47_funk_112_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
caa30d4d1a93d2e76801,47_jazz_102_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/47_jazz_102_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
c9106206f4c9bcf4df1f,47_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/47_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
66016442c7b07337465f,47_rock_110_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/47_rock_110_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
ff00993507b27f26958e,47_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/47_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
66c2c48f2bf92eeff698,47_rock_135_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/47_rock_135_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
f9004a24fd7e734f2488,48_funk_112_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/48_funk_112_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
a5c68f0ac4d1f7c6c188,48_jazz_93_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/48_jazz_93_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
0cef13628a97d954ddc1,48_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/48_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
1127a550d36cde5b5a42,48_rock_110_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/48_rock_110_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
bd084b4d81e3884f2f28,48_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/48_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
d87c1f28ab75ba27e13a,48_rock_135_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/48_rock_135_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
1a000ef3b46bff3d9363,49_funk_112_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/49_funk_112_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
aa027e535bb9e2d5f325,49_jazz_125_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/49_jazz_125_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
75ff627155c5a51c3873,49_punk_128_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/49_punk_128_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
7d6c40e1c7fc4f498eba,49_rock_120_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/49_rock_120_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
